,Real,Predicted,Difference
45,76.5,79.63829776082233,-3.1382977608223257
46,76.5,80.9257648380497,-4.425764838049702
47,37.33,59.124389844174985,-21.794389844174987
48,76.5,89.12601755245618,-12.626017552456176
49,90.0,82.30324286671829,7.696757133281707
50,45.0,89.95109225536375,-44.95109225536375
51,45.0,88.19333282279219,-43.193332822792186
52,76.5,87.71254119723235,-11.212541197232355
53,62.37,85.69278070735812,-23.322780707358127
54,48.6,74.0743756798848,-25.474375679884794
55,48.6,74.0743756798848,-25.474375679884794
56,48.6,67.39375462300791,-18.793754623007906
57,62.0,60.14262042536812,1.857379574631878
58,76.5,82.37710679261227,-5.877106792612267
59,67.5,73.7616633018038,-6.261663301803793
60,76.5,86.01873013649406,-9.518730136494057
61,76.5,81.49701597204506,-4.997015972045062
62,76.5,88.91248836312823,-12.412488363128233
63,68.85,91.05797174012162,-22.20797174012162
64,68.85,103.53660924925283,-34.68660924925284
65,100.0,98.96009677238905,1.0399032276109494
66,76.5,85.87215902244208,-9.372159022442077
67,58.9,82.28568072162952,-23.38568072162952
68,63.75,67.56909260668917,-3.8190926066891677
69,68.85,84.02199769434303,-15.171997694343034
70,76.5,88.31158304512225,-11.811583045122248
71,68.0,67.74394797128977,0.25605202871022925
72,106.25,107.92431070567721,-1.6743107056772146
73,58.9,88.39154966663848,-29.491549666638484
74,58.9,88.39154966663848,-29.491549666638484
75,51.96,74.202876146364,-22.242876146364004
76,75.0,65.54125877901558,9.458741220984422
77,51.96,74.202876146364,-22.242876146364004
78,104.0,80.35301539103021,23.646984608969788
79,76.5,78.01721081858955,-1.5172108185895468
80,94.5,82.31362528132188,12.186374718678124
81,94.5,82.31362528132188,12.186374718678124
82,76.5,79.78955305151386,-3.289553051513863
83,76.5,78.26218237552068,-1.7621823755206805
84,94.5,82.31362528132188,12.186374718678124
85,94.5,88.44147755630384,6.058522443696162
86,138.5,98.29619605141497,40.20380394858503
87,55.96,76.13310482292857,-20.173104822928572
88,94.5,82.31362528132188,12.186374718678124
89,94.5,82.31362528132188,12.186374718678124
90,72.5,63.98452808290346,8.51547191709654
91,94.5,88.44147755630384,6.058522443696162
92,94.5,88.44147755630384,6.058522443696162
93,94.5,82.31362528132188,12.186374718678124
94,94.5,88.44147755630384,6.058522443696162
95,72.5,63.98452808290346,8.51547191709654
96,94.5,82.31362528132188,12.186374718678124
97,94.5,88.44147755630384,6.058522443696162
98,94.5,88.44147755630384,6.058522443696162
99,94.5,82.31362528132188,12.186374718678124
100,94.5,88.44147755630384,6.058522443696162
101,55.96,76.13310482292857,-20.173104822928572
102,72.5,63.98452808290346,8.51547191709654
103,58.9,76.04797843182527,-17.147978431825273
104,94.5,82.31362528132188,12.186374718678124
105,94.5,82.31362528132188,12.186374718678124
106,94.5,82.31362528132188,12.186374718678124
107,94.5,82.31362528132188,12.186374718678124
108,94.5,88.44147755630384,6.058522443696162
109,76.5,78.26218237552068,-1.7621823755206805
110,94.5,82.31362528132188,12.186374718678124
111,94.5,88.44147755630384,6.058522443696162
112,138.5,98.29619605141497,40.20380394858503
113,94.5,82.31362528132188,12.186374718678124
114,94.5,88.44147755630384,6.058522443696162
115,94.5,88.44147755630384,6.058522443696162
116,76.5,77.50863584157284,-1.0086358415728398
117,76.5,87.70239482508633,-11.20239482508633
118,63.75,64.76212181711873,-1.0121218171187252
119,76.5,72.3129974113847,4.1870025886153
120,76.5,71.9890445064723,4.510955493527703
121,91.33,72.3129974113847,19.0170025886153
122,76.5,72.3129974113847,4.1870025886153
123,91.33,89.08098598099568,2.2490140190043206
124,76.5,71.9890445064723,4.510955493527703
125,91.33,72.3129974113847,19.0170025886153
126,76.5,75.94946624212875,0.5505337578712499
127,67.15,59.062724622177164,8.087275377822841
128,76.5,70.62897847334916,5.871021526650836
129,76.5,83.7820760070645,-7.282076007064504
130,76.5,84.68314125500247,-8.183141255002468
131,76.5,86.35384444710064,-9.853844447100641
132,76.5,90.07003567580111,-13.570035675801108
133,55.96,90.2455250665156,-34.285525066515596
134,0.0,105.15147027979856,-105.15147027979856
135,85.5,89.50846771598127,-4.0084677159812685
136,89.25,84.12834300040765,5.121656999592346
137,89.25,101.98722982659218,-12.737229826592184
138,76.5,84.70203264563395,-8.202032645633949
139,0.0,109.462173926714,-109.462173926714
140,68.0,76.44580040621263,-8.445800406212626
141,68.0,74.601978773187,-6.601978773187
142,76.5,80.84971021597713,-4.349710215977126
143,76.5,79.69907128646486,-3.199071286464857
144,76.5,83.8833200531938,-7.383320053193799
145,85.5,69.21959164406593,16.28040835593407
146,76.5,88.268693939913,-11.768693939913007
147,76.5,87.1416384757758,-10.641638475775807
148,52.36,68.93331922938285,-16.573319229382847
149,57.5,47.210257555563,10.289742444437003
150,57.5,47.210257555563,10.289742444437003
151,108.75,77.68718639386839,31.062813606131613
152,75.0,60.7368176602942,14.2631823397058
153,75.0,60.7368176602942,14.2631823397058
154,75.0,60.7368176602942,14.2631823397058
155,75.0,60.7368176602942,14.2631823397058
156,75.0,60.7368176602942,14.2631823397058
157,75.0,60.7368176602942,14.2631823397058
158,75.0,60.7368176602942,14.2631823397058
159,57.5,47.210257555563,10.289742444437003
160,75.0,60.7368176602942,14.2631823397058
161,75.0,60.7368176602942,14.2631823397058
162,108.75,77.68718639386839,31.062813606131613
163,75.0,60.7368176602942,14.2631823397058
164,75.0,60.7368176602942,14.2631823397058
165,75.0,60.7368176602942,14.2631823397058
166,0.0,47.210257555563,-47.210257555563
167,108.75,77.68718639386839,31.062813606131613
168,75.0,60.7368176602942,14.2631823397058
169,57.5,47.210257555563,10.289742444437003
170,94.5,90.31672324854577,4.18327675145423
171,72.5,63.37921987411726,9.120780125882739
172,94.5,90.31672324854577,4.18327675145423
173,94.5,83.5848556938311,10.915144306168898
174,94.5,90.31672324854577,4.18327675145423
175,94.5,90.31672324854577,4.18327675145423
176,94.5,90.31672324854577,4.18327675145423
177,94.5,90.31672324854577,4.18327675145423
178,94.5,90.31672324854577,4.18327675145423
179,94.5,83.5848556938311,10.915144306168898
180,94.5,83.5848556938311,10.915144306168898
181,94.5,90.31672324854577,4.18327675145423
182,94.5,90.31672324854577,4.18327675145423
183,94.5,83.5848556938311,10.915144306168898
184,94.5,90.31672324854577,4.18327675145423
185,94.5,90.31672324854577,4.18327675145423
186,94.5,90.31672324854577,4.18327675145423
187,94.5,90.31672324854577,4.18327675145423
188,94.5,90.31672324854577,4.18327675145423
189,94.5,90.31672324854577,4.18327675145423
190,138.5,100.35205163189066,38.14794836810934
191,94.5,90.31672324854577,4.18327675145423
192,94.5,90.31672324854577,4.18327675145423
193,94.5,90.31672324854577,4.18327675145423
194,62.0,63.52821906396891,-1.528219063968912
195,62.0,63.52821906396891,-1.528219063968912
196,0.0,49.26701428830282,-49.26701428830282
197,62.0,66.58481269060651,-4.584812690606512
198,62.0,66.58481269060651,-4.584812690606512
199,62.0,66.58481269060651,-4.584812690606512
200,68.0,66.09198435165415,1.9080156483458524
201,62.0,66.58481269060651,-4.584812690606512
202,62.0,66.58481269060651,-4.584812690606512
203,60.0,47.90554092707495,12.094459072925048
204,62.0,66.58481269060651,-4.584812690606512
205,62.0,66.58481269060651,-4.584812690606512
206,62.0,63.52821906396891,-1.528219063968912
207,62.0,63.52821906396891,-1.528219063968912
208,62.0,66.58481269060651,-4.584812690606512
209,62.0,66.58481269060651,-4.584812690606512
210,62.0,63.52821906396891,-1.528219063968912
211,62.0,63.52821906396891,-1.528219063968912
212,62.0,66.58481269060651,-4.584812690606512
213,62.0,66.58481269060651,-4.584812690606512
214,84.0,80.30069569397921,3.6993043060207924
215,62.0,66.58481269060651,-4.584812690606512
216,62.0,66.58481269060651,-4.584812690606512
217,62.0,63.52821906396891,-1.528219063968912
218,62.0,66.58481269060651,-4.584812690606512
219,62.0,63.52821906396891,-1.528219063968912
220,0.0,49.26701428830282,-49.26701428830282
221,62.0,66.58481269060651,-4.584812690606512
222,62.0,63.52821906396891,-1.528219063968912
223,62.0,63.52821906396891,-1.528219063968912
224,62.0,66.58481269060651,-4.584812690606512
225,62.0,66.3383654543697,-4.3383654543696935
226,85.5,75.23886976669424,10.261130233305764
227,76.5,80.89628698199242,-4.396286981992418
228,76.5,80.89628698199242,-4.396286981992418
229,80.7,69.15908795096139,11.54091204903861
230,76.5,84.51477995809496,-8.014779958094962
231,68.0,60.45381538958119,7.546184610418813
232,76.5,73.27688940612934,3.2231105938706577
233,46.66,94.85114486872358,-48.19114486872358
234,104.0,91.9526698203797,12.047330179620303
235,76.5,76.87265482775555,-0.3726548277555537
236,55.08,101.55581301999112,-46.47581301999112
237,62.0,58.541557216318715,3.458442783681285
238,62.0,61.659295707472836,0.34070429252716394
239,84.0,78.04679569719362,5.953204302806384
240,62.0,65.07251855605088,-3.0725185560508805
241,62.0,65.07251855605088,-3.0725185560508805
242,62.0,61.659295707472836,0.34070429252716394
243,62.0,68.65192174726056,-6.651921747260559
244,62.0,65.07251855605088,-3.0725185560508805
245,62.0,65.07251855605088,-3.0725185560508805
246,62.0,61.659295707472836,0.34070429252716394
247,62.0,68.65192174726056,-6.651921747260559
248,62.0,65.07251855605088,-3.0725185560508805
249,62.0,61.659295707472836,0.34070429252716394
250,62.0,58.541557216318715,3.458442783681285
251,0.0,48.479231607790474,-48.479231607790474
252,84.0,78.04679569719362,5.953204302806384
253,62.0,58.541557216318715,3.458442783681285
254,62.0,61.659295707472836,0.34070429252716394
255,62.0,65.07251855605088,-3.0725185560508805
256,62.0,65.07251855605088,-3.0725185560508805
257,62.0,61.659295707472836,0.34070429252716394
258,62.0,68.65192174726056,-6.651921747260559
259,60.0,48.479231607790474,11.520768392209526
260,62.0,65.07251855605088,-3.0725185560508805
261,62.0,65.07251855605088,-3.0725185560508805
262,62.0,65.07251855605088,-3.0725185560508805
263,62.0,61.659295707472836,0.34070429252716394
264,62.0,68.65192174726056,-6.651921747260559
265,62.0,68.37671801302504,-6.376718013025041
266,62.0,61.659295707472836,0.34070429252716394
267,62.0,57.62842026198091,4.3715797380190935
268,62.0,61.659295707472836,0.34070429252716394
269,62.0,68.65192174726056,-6.651921747260559
270,84.0,77.70312933720922,6.296870662790781
271,68.5,76.1522299334898,-7.6522299334898065
272,76.5,72.56590981750466,3.934090182495339
273,68.0,73.78395975792064,-5.783959757920641
274,76.5,75.33134698123067,1.1686530187693336
275,76.5,88.08706775961765,-11.587067759617653
276,76.5,83.72625294066788,-7.226252940667877
277,76.5,83.44239677213147,-6.942396772131474
278,62.0,65.07251855605088,-3.0725185560508805
279,62.0,61.659295707472836,0.34070429252716394
280,0.0,48.479231607790474,-48.479231607790474
281,62.0,58.541557216318715,3.458442783681285
282,62.0,65.07251855605088,-3.0725185560508805
283,55.96,62.10708119608722,-6.147081196087221
284,62.0,68.65192174726056,-6.651921747260559
285,62.0,61.659295707472836,0.34070429252716394
286,62.0,65.07251855605088,-3.0725185560508805
287,76.5,82.60155086827713,-6.10155086827713
288,90.0,77.60356320822896,12.396436791771038
289,90.0,75.97105999816975,14.02894000183025
290,90.0,75.97105999816975,14.02894000183025
291,90.0,77.60356320822896,12.396436791771038
292,90.0,77.60356320822896,12.396436791771038
293,90.0,77.60356320822896,12.396436791771038
294,90.0,77.60356320822896,12.396436791771038
295,90.0,77.60356320822896,12.396436791771038
296,90.0,77.60356320822896,12.396436791771038
297,65.0,58.596489547867314,6.403510452132686
298,90.0,77.60356320822896,12.396436791771038
299,90.0,77.60356320822896,12.396436791771038
300,0.0,58.596489547867314,-58.596489547867314
301,90.0,77.60356320822896,12.396436791771038
302,90.0,77.60356320822896,12.396436791771038
303,90.0,75.97105999816975,14.02894000183025
304,90.0,75.97105999816975,14.02894000183025
305,90.0,77.60356320822896,12.396436791771038
306,90.0,77.1731068168734,12.8268931831266
307,90.0,77.60356320822896,12.396436791771038
308,90.0,75.97105999816975,14.02894000183025
309,65.0,58.596489547867314,6.403510452132686
310,90.0,74.42932433942875,15.570675660571254
311,90.0,75.97105999816975,14.02894000183025
312,90.0,77.60356320822896,12.396436791771038
313,130.5,94.28241995531572,36.21758004468428
314,98.2,88.22065485869047,9.979345141309537
315,90.0,77.60356320822896,12.396436791771038
316,0.0,58.596489547867314,-58.596489547867314
317,90.0,75.23352971819332,14.766470281806676
318,90.0,77.1731068168734,12.8268931831266
319,90.0,75.97105999816975,14.02894000183025
320,90.0,77.60356320822896,12.396436791771038
321,98.2,88.69538359305295,9.50461640694705
322,90.0,77.60356320822896,12.396436791771038
323,90.0,77.60356320822896,12.396436791771038
324,90.0,77.60356320822896,12.396436791771038
325,90.0,77.60356320822896,12.396436791771038
326,68.0,67.89446429533967,0.10553570466032625
327,85.0,81.76899943524404,3.231000564755959
328,17.6,64.80120010279374,-47.20120010279374
329,85.0,81.76899943524404,3.231000564755959
330,85.0,81.76899943524404,3.231000564755959
331,17.6,64.80120010279374,-47.20120010279374
332,0.0,58.51237999990029,-58.51237999990029
333,76.5,83.29917930518538,-6.799179305185376
334,0.0,110.5066653427604,-110.5066653427604
335,0.0,134.88104205942545,-134.88104205942545
336,0.0,135.24812984672548,-135.24812984672548
337,0.0,81.1162051127408,-81.1162051127408
338,0.0,85.39097297231083,-85.39097297231083
339,0.0,47.84284989253715,-47.84284989253715
340,76.5,71.68730589424854,4.812694105751461
341,0.0,122.04432344263131,-122.04432344263131
342,0.0,47.84284989253715,-47.84284989253715
343,94.0,89.86789383100047,4.1321061689995275
344,124.25,103.40717431733825,20.842825682661754
345,76.5,75.88345432258215,0.6165456774178466
346,94.5,90.60895849271404,3.891041507285962
347,94.5,90.60895849271404,3.891041507285962
348,86.0,74.00888771995162,11.991112280048384
349,63.0,58.66650071303505,4.333499286964951
350,94.5,90.60895849271404,3.891041507285962
351,94.5,90.60895849271404,3.891041507285962
352,94.5,90.60895849271404,3.891041507285962
353,94.5,90.60895849271404,3.891041507285962
354,63.0,58.66650071303505,4.333499286964951
355,94.5,82.92702464024255,11.57297535975745
356,94.5,90.60895849271404,3.891041507285962
357,94.5,90.60895849271404,3.891041507285962
358,94.5,90.60895849271404,3.891041507285962
359,94.5,90.60895849271404,3.891041507285962
360,94.5,90.60895849271404,3.891041507285962
361,94.5,90.60895849271404,3.891041507285962
362,63.0,58.66650071303505,4.333499286964951
363,94.5,90.60895849271404,3.891041507285962
364,94.5,90.60895849271404,3.891041507285962
365,94.5,82.92702464024255,11.57297535975745
366,36.25,59.89856845958627,-23.648568459586272
367,94.5,90.60895849271404,3.891041507285962
368,94.5,90.60895849271404,3.891041507285962
369,86.0,77.75959848929882,8.240401510701176
370,86.0,77.75959848929882,8.240401510701176
371,94.5,90.60895849271404,3.891041507285962
372,86.0,77.75959848929882,8.240401510701176
373,86.0,77.75959848929882,8.240401510701176
374,94.5,80.99146301967863,13.508536980321367
375,94.5,90.60895849271404,3.891041507285962
376,124.7,94.48103925072459,30.21896074927541
377,86.0,77.75959848929882,8.240401510701176
378,94.5,90.60895849271404,3.891041507285962
379,94.5,90.60895849271404,3.891041507285962
380,62.0,66.2871074074241,-4.287107407424102
381,0.0,47.308373927880936,-47.308373927880936
382,62.0,58.64523267467608,3.3547673253239196
383,62.0,60.95583770560939,1.0441622943906097
384,62.0,63.56682882973514,-1.5668288297351367
385,62.0,60.95583770560939,1.0441622943906097
386,62.0,66.66546645317227,-4.665466453172272
387,62.0,66.66546645317227,-4.665466453172272
388,62.0,66.66546645317227,-4.665466453172272
389,62.0,66.66546645317227,-4.665466453172272
390,62.0,60.67756796739021,1.3224320326097896
391,62.0,60.95583770560939,1.0441622943906097
392,0.0,47.308373927880936,-47.308373927880936
393,62.0,61.15211599826783,0.8478840017321687
394,62.0,60.95583770560939,1.0441622943906097
395,63.0,64.81038705375185,-1.8103870537518532
396,62.0,60.95583770560939,1.0441622943906097
397,60.0,46.58577409506711,13.414225904932891
398,62.0,65.18966704505429,-3.1896670450542928
399,62.0,63.56682882973514,-1.5668288297351367
400,62.0,66.66546645317227,-4.665466453172272
401,62.0,66.66546645317227,-4.665466453172272
402,62.0,60.95583770560939,1.0441622943906097
403,62.0,66.66546645317227,-4.665466453172272
404,62.0,58.80868265025072,3.1913173497492835
405,62.0,66.66546645317227,-4.665466453172272
406,62.0,66.66546645317227,-4.665466453172272
407,62.0,59.05803760104027,2.941962398959731
408,62.0,63.56682882973514,-1.5668288297351367
409,62.0,66.66546645317227,-4.665466453172272
410,62.0,66.66546645317227,-4.665466453172272
411,62.0,66.66546645317227,-4.665466453172272
412,85.5,75.68745421087934,9.812545789120662
413,0.0,83.81245919935952,-83.81245919935952
414,76.5,78.35064617399844,-1.8506461739984417
415,0.0,66.33116193413709,-66.33116193413709
416,58.9,83.0825477238063,-24.1825477238063
417,62.0,62.7224844322647,-0.7224844322647002
418,62.0,59.30740324417287,2.6925967558271324
419,62.0,66.09364042747107,-4.0936404274710725
420,62.0,66.09364042747107,-4.0936404274710725
421,62.0,59.30740324417287,2.6925967558271324
422,62.0,62.7224844322647,-0.7224844322647002
423,62.0,62.7224844322647,-0.7224844322647002
424,84.0,71.52693203917154,12.473067960828459
425,62.0,66.09364042747107,-4.0936404274710725
426,62.0,66.09364042747107,-4.0936404274710725
427,62.0,62.7224844322647,-0.7224844322647002
428,62.0,62.7224844322647,-0.7224844322647002
429,62.0,66.09364042747107,-4.0936404274710725
430,62.0,59.30740324417287,2.6925967558271324
431,62.0,59.30740324417287,2.6925967558271324
432,62.0,60.858083296532556,1.1419167034674444
433,60.0,42.641725997499584,17.358274002500416
434,0.0,45.24426388283227,-45.24426388283227
435,62.0,62.7224844322647,-0.7224844322647002
436,62.0,62.7224844322647,-0.7224844322647002
437,76.5,79.41517133952976,-2.9151713395297634
438,84.0,74.98381353691262,9.01618646308738
439,62.0,59.30740324417287,2.6925967558271324
440,62.0,59.30740324417287,2.6925967558271324
441,60.0,45.24426388283227,14.755736117167729
442,0.0,45.24426388283227,-45.24426388283227
443,62.0,62.7224844322647,-0.7224844322647002
444,62.0,62.7224844322647,-0.7224844322647002
445,62.0,62.7224844322647,-0.7224844322647002
446,62.0,62.7224844322647,-0.7224844322647002
447,62.0,66.09364042747107,-4.0936404274710725
448,62.0,62.7224844322647,-0.7224844322647002
449,62.0,62.7224844322647,-0.7224844322647002
450,62.0,62.7224844322647,-0.7224844322647002
451,62.0,66.09364042747107,-4.0936404274710725
452,62.0,59.30740324417287,2.6925967558271324
453,84.0,72.34512316440316,11.654876835596838
454,62.0,60.858083296532556,1.1419167034674444
455,62.0,66.09364042747107,-4.0936404274710725
456,62.0,62.7224844322647,-0.7224844322647002
457,62.0,59.30740324417287,2.6925967558271324
458,62.0,59.30740324417287,2.6925967558271324
459,60.0,45.24426388283227,14.755736117167729
460,62.0,62.7224844322647,-0.7224844322647002
461,62.0,62.7224844322647,-0.7224844322647002
462,84.0,81.27698746836003,2.7230125316399665
463,62.0,66.09364042747107,-4.0936404274710725
464,62.0,62.7224844322647,-0.7224844322647002
465,85.5,77.17464944766716,8.325350552332836
466,65.0,67.30184378716146,-2.3018437871614594
467,75.0,64.17439452505569,10.825605474944311
468,76.5,69.91279029501399,6.587209704986009
469,76.5,81.86058539466833,-5.360585394668334
470,76.5,78.41419990417907,-1.9141999041790712
471,69.4,91.84703513364343,-22.447035133643425
472,55.9,80.04632563587388,-24.146325635873886
473,0.0,81.22002882915821,-81.22002882915821
474,0.0,77.66661680952826,-77.66661680952826
475,65.0,63.97090852215924,1.0290914778407583
476,0.0,84.76266945526363,-84.76266945526363
477,0.0,89.04983111136893,-89.04983111136893
478,91.38,93.19606169140788,-1.8160616914078815
479,88.4,84.37257961374725,4.027420386252757
480,88.4,67.28124983416987,21.118750165830136
481,65.0,63.74254986380999,1.257450136190009
482,0.0,70.68000658517614,-70.68000658517614
483,76.5,85.60718971450014,-9.107189714500137
484,58.9,74.70252096387526,-15.80252096387526
485,76.5,91.02943103111976,-14.529431031119756
486,106.75,99.89486353080915,6.855136469190853
487,76.5,74.27411942979897,2.225880570201028
488,46.66,100.60625683693769,-53.94625683693769
489,65.0,63.74254986380999,1.257450136190009
490,76.5,75.52078333513269,0.9792166648673089
491,55.08,101.91197046305331,-46.83197046305331
492,76.5,77.62609961632742,-1.1260996163274228
493,55.96,74.42781248826857,-18.46781248826857
494,36.0,64.07105437431875,-28.07105437431875
495,68.0,55.602145220175935,12.397854779824065
496,75.79,97.50283941399968,-21.712839413999674
497,63.46,78.87743886224908,-15.417438862249078
498,63.46,78.87743886224908,-15.417438862249078
499,68.0,64.56010322902345,3.439896770976546
500,75.0,87.2873456906797,-12.2873456906797
501,89.75,85.46312082721028,4.286879172789725
502,72.5,61.22269373874672,11.27730626125328
503,94.5,94.91023691747678,-0.41023691747678015
504,94.5,94.91023691747678,-0.41023691747678015
505,76.5,86.5758641409125,-10.0758641409125
506,94.5,84.32492373713418,10.175076262865815
507,94.5,84.32492373713418,10.175076262865815
508,94.5,94.91023691747678,-0.41023691747678015
509,94.5,94.91023691747678,-0.41023691747678015
510,94.5,94.91023691747678,-0.41023691747678015
511,85.5,86.5758641409125,-1.0758641409125005
512,138.5,101.02493035661678,37.47506964338322
513,94.5,94.91023691747678,-0.41023691747678015
514,94.5,93.49034966175503,1.0096503382449669
515,94.5,94.91023691747678,-0.41023691747678015
516,94.5,84.32492373713418,10.175076262865815
517,94.5,94.91023691747678,-0.41023691747678015
518,72.5,59.73740989408321,12.762590105916793
519,94.5,94.91023691747678,-0.41023691747678015
520,94.5,93.49034966175503,1.0096503382449669
521,94.5,84.32492373713418,10.175076262865815
522,94.5,94.91023691747678,-0.41023691747678015
523,94.5,94.91023691747678,-0.41023691747678015
524,80.75,93.12569218789682,-12.375692187896817
525,72.5,61.22269373874672,11.27730626125328
526,94.5,94.91023691747678,-0.41023691747678015
527,94.5,94.91023691747678,-0.41023691747678015
528,94.5,93.49034966175503,1.0096503382449669
529,94.5,84.32492373713418,10.175076262865815
530,94.5,84.32492373713418,10.175076262865815
531,36.25,59.62561012234738,-23.375610122347382
532,76.5,83.54486221070627,-7.04486221070627
533,76.5,90.49845069161151,-13.99845069161151
534,0.0,69.95358553702634,-69.95358553702634
535,76.5,83.73649513412556,-7.236495134125562
536,0.0,93.38831082192411,-93.38831082192411
537,75.0,118.44065925319262,-43.44065925319262
538,0.0,76.16010199333839,-76.16010199333839
539,75.0,87.39235104197562,-12.392351041975616
541,12.0,67.67227546178897,-55.67227546178897
542,85.5,87.77349719712409,-2.2734971971240867
543,0.0,99.7398310423552,-99.7398310423552
544,12.0,67.67227546178897,-55.67227546178897
545,62.0,78.44002886914566,-16.440028869145664
546,62.0,78.44002886914566,-16.440028869145664
547,62.0,78.44002886914566,-16.440028869145664
548,62.0,63.3112937915344,-1.3112937915344034
549,62.0,78.44002886914566,-16.440028869145664
550,62.0,63.3112937915344,-1.3112937915344034
551,62.0,78.44002886914566,-16.440028869145664
552,62.0,63.3112937915344,-1.3112937915344034
553,62.0,78.44002886914566,-16.440028869145664
554,62.0,78.44002886914566,-16.440028869145664
555,62.0,78.44002886914566,-16.440028869145664
556,62.0,63.3112937915344,-1.3112937915344034
557,62.0,78.44002886914566,-16.440028869145664
558,62.0,78.44002886914566,-16.440028869145664
559,62.0,78.44002886914566,-16.440028869145664
560,62.0,63.3112937915344,-1.3112937915344034
561,62.0,66.85835954592213,-4.858359545922127
562,62.0,78.44002886914566,-16.440028869145664
563,62.0,63.3112937915344,-1.3112937915344034
564,62.0,78.44002886914566,-16.440028869145664
565,62.0,78.44002886914566,-16.440028869145664
566,62.0,78.44002886914566,-16.440028869145664
567,60.0,46.08710054260196,13.91289945739804
568,84.0,77.4432569262336,6.556743073766398
569,62.0,78.44002886914566,-16.440028869145664
570,62.0,63.3112937915344,-1.3112937915344034
571,62.0,63.3112937915344,-1.3112937915344034
572,62.0,78.44002886914566,-16.440028869145664
573,0.0,45.94414088915059,-45.94414088915059
574,62.0,78.44002886914566,-16.440028869145664
575,76.5,82.75045006636614,-6.250450066366142
576,76.5,92.77987530174062,-16.279875301740617
577,76.5,90.53813971524171,-14.038139715241712
578,84.0,77.4432569262336,6.556743073766398
579,0.0,52.49862151764867,-52.49862151764867
580,80.0,92.7324788083347,-12.732478808334704
581,0.0,78.0127206173427,-78.0127206173427
582,80.0,93.8379864738333,-13.837986473833297
583,0.0,98.22567588051002,-98.22567588051002
584,0.0,98.22567588051002,-98.22567588051002
585,90.0,81.13435534465248,8.865644655347523
586,65.0,77.72199309174212,-12.721993091742121
587,80.0,101.37483980459552,-21.374839804595524
588,84.0,80.5762272339147,3.423772766085307
589,62.0,76.36455175831122,-14.364551758311222
590,84.0,79.32993183442255,4.670068165577447
591,62.0,62.076272864788535,-0.07627286478853534
592,62.0,76.36455175831122,-14.364551758311222
593,75.0,85.85264464283131,-10.852644642831308
594,75.0,105.39770615994556,-30.397706159945557
595,75.0,94.44690253243925,-19.446902532439253
596,75.0,93.40700259785312,-18.407002597853122
597,0.0,68.21239396806656,-68.21239396806656
598,6.0,62.00844012133723,-56.00844012133723
599,6.0,62.00844012133723,-56.00844012133723
600,0.0,60.02421247060296,-60.02421247060296
601,62.0,62.076272864788535,-0.07627286478853534
602,62.0,76.36455175831122,-14.364551758311222
603,62.0,76.36455175831122,-14.364551758311222
604,62.0,76.36455175831122,-14.364551758311222
605,62.0,76.36455175831122,-14.364551758311222
606,85.5,82.68699813792287,2.8130018620771295
608,75.0,90.52738315827229,-15.527383158272286
609,62.0,62.076272864788535,-0.07627286478853534
610,62.0,76.36455175831122,-14.364551758311222
611,0.0,45.52674592834431,-45.52674592834431
612,62.0,62.076272864788535,-0.07627286478853534
613,62.0,76.36455175831122,-14.364551758311222
614,62.0,76.36455175831122,-14.364551758311222
